bq53c273eru	CeVAQlp0zTeSEkcpQiPF16n4ss8o8	89922438	201	0.00|1465.31|2632.45|4921.84|1	1330531200494	0	10000	218.62.119.18	016n4snhlq1dt9	r1CkofPjkKqAv7OBHiWr16n4ss9en	226	0	0	112
bq530ulm8o6	rq55sODT0FEeYzPbCZTo16n4rns1n	121807121	201	0.00|1804.52|2169.09|3627.56|1	1330531200512	0	11000	110.15.46.179	016mlcjbn52kn6	tLqYNq0QFhOZeRQR2YKP16n4rnt8r	379	0	0	359
bq5341lbipg	LEeXBp0EngYuMr6BIUfN16n4s203q	54528107	201	0.00|1432.72|4750.07|4749.60|1	1330531200587	0	10000	123.124.20.4	1	6pWZ3WAJX82ITwwZaKjE16n4s21gu	320	0	0	286
bq52seba3sg	zbbgyl5VszYd6KtkdOB916n4r92po	117369381	201	0.00|2094.08|2404.25|2403.76|0	1330531200598	0	11000	114.92.194.170	bji7sn5jukc	Vpm3B1yWGlY80CqdSDeH16n4r93ts	437	0	0	417
bq53gbnqobe	aDZMWJauS1jIk5knNmqQ16n4tabo9	93614809	201	0.00|110.08|211.57|211.56|1	1330531200609	0	10000	124.226.132.15	016n4t8gf82jcs	rpkycvHA8n9ajWFEJ4Iv16n4tacj4	39	0	0	22
bq532bga5n6	e169sZ0x9GjUjGlKviGl16n4rseuf	47746369	201	0.00|1724.06|2496.38|5487.41|0	1330531200619	0	11000	14.212.129.135	016n4rs4lb18al	geJ0EIjuL9izGYDKDUzh16n4rsh67	409	0	0	318
bq4u34nt37s	SMKvsbykc10rKJaWTBxO16n4binns	97429500	201	0.00|6009.28|7781.72|7770.13|0	1330531200636	0	11000	119.6.126.96	1	74QDctYPtyncEENlTe6P16n4bipb5	1270	0	0	1193
OVTs3ywfVZno	5M2GmOh5nL87B0jUMnxp16n3jrk1t	118401366	201	0.00|210.86|228.27|228.27|0	1330531200675	0	81000	120.37.20.81	0	uqtH0Lu5g3FlHFmp2ApW16n3jrk1t	56	0	0	41
0	t04AjtEUn5C5WR1md8c116n4tbpoj	70431729	201	0.00|60.28|147.73|5832.88|2	1330531200748	0	11000	116.9.123.7	null	5eUAMRIO6DZNjmjuLR0816n4tbuge	27	0	0	12
bq538qljeva	m6yHZ9oIjNUC1cI5x0Br16n4shlpf	106334076	201	0.00|915.63|949.81|949.81|0	1330531200870	0	10000	218.22.77.110	016mj2g2242u6a	XdtNJUFMeGrSdM77twW716n4shmrl	203	0	0	183
bq52up4nsh4	u42Mj0DnqDMNOoiiVcJe16n4rgm8o	121772492	201	143.04|2016.84|2726.82|2726.81|1	1330531200898	0	10000	119.108.161.46	016n296l9m2k9c	YthVve1DRqbZJ9wOXKPM16n4rkdov	451	0	0	383
bq52vfuple4	Ktflq6W9x0G5UjJqNfIr16n4rj2vg	120873549	201	637.93|2458.40|2465.52|2465.31|0	1330531200957	0	10000	115.60.66.218	016n4fo7dd1kqo	5lViylAMbEVx86LREjIJ16n4rm698	421	0	0	381
bq52n5e2auo	7mAyeIjlwy9hpVGft4kH16n4qnpki	121416729	201	0.00|3654.64|4666.30|4663.72|1	1330531201053	0	10000	119.1.205.20	016n4qlo0fvct	ZgF3IXWWBOudRZwSrNWo16n4qnq55	698	0	0	556
bq53c2trrdc	Vcv17USVJD7vhKos1ZZT16n4ssbe7	53959023	201	0.00|1037.67|5270.06|5269.25|0	1330531201119	0	11000	123.203.60.140	016kfcggs01h8j	LBggLc6AQbGOWNjFauHD16n4ssc1o	191	0	0	135
bq53gghgege	jz9fT3qv2W1epYi1Hnqs16n4tar9f	122102632	201	0.00|105.04|153.77|153.62|1	1330531201156	0	11000	116.7.49.217	016n4s2gkm2esn	HFulZLNrDltVJ2gAM9zv16n4tarn5	42	0	0	21
bq52c85082e	GkIlWdzOB7Z41Ys3bXNX16n4pk04a	80702866	201	0.00|4001.33|4849.27|6057.97|1	1330531201188	0	10000	116.237.36.167	1	WVTfJC6inGSbJn96KYNy16n4pk2d2	837	0	0	797
bq53eo3p4se	QPN61HbEoruQDRKm2UdI16n4t52ir	13905895	201	0.00|276.43|359.48|817.55|0	1330531201196	0	10000	111.126.106.223	016k0o9rp81bvs	MZYvMfb9dAq26lcI3XHy16n4t537b	68	0	0	55
bq53h657kvc	btjoP1wOjMnoBLecqPe116n4td29e	95656254	201	0.00|20.12|52.71|244.88|1	1330531201207	1.61.0.15.1.61.0.1	11000	113.132.172.212	bkv38ql9tpk	1s1QoBniXLlkRLJCu6tJ16n4td6k7	27	0	0	4
bq539cndbg4	2DFVXoN16Gq2dLsI3NXj16n4sjgms	104172704	201	102.00|956.70|1234.84|2743.90|0	1330531201232	0	10000	122.240.99.126	bmeu1rq4ipu	oMt6xpJcwrYwUs1ILdsK16n4sk3sk	207	0	0	172
KUD01NMeHmOD	9iG2Y210pnbFH6jMLRHQ16l6vnjlf	121495670	201	1772.40|2160.85|2443.88|2637.18|1	1330531201240	0	88088	221.204.113.253	0	WFb8UvTboqVUXt5NEJM316l6vnjlf	319	0	0	244
bq53bluc3sa	D2XD1mda2NPWvBBLrtf116n4sr0ng	93156227	201	136.60|736.33|2994.45|2994.45|0	1330531201260	0	11000	126.82.190.183	016iad9dcd12g4	X4RairaJQx6jkiNXNmCi16n4srhul	148	0	0	122
bq53epj0qbg	hqTcqZgQh65zNw3MPcM516n4t56gq	116299358	201	67.84|349.68|632.77|2803.11|1	1330531201342	0	10000	182.151.71.88	bk6le48qm70	wBFbOKIu8jx5Y0X6q3t616n4t5abs	95	0	0	56
bq530fm3ha6	Jdb4bUZ4wPWPgqW3S3Iv16n4rmauv	53356169	201	0.00|1818.12|2067.58|2496.31|0	1330531201351	0	10000	113.231.9.86	016mavh6nq101b	IDeBeWPYLmzRqenDpXJb16n4rmdpa	375	0	0	362
bq53d9pla0g	PQBmycfmGxwegKy3O2YR16n4t099s	52365130	201	3342.96|3342.96|3343.08|6742.31|1	1330531201403	0	10000	115.171.9.19	1	6XzGMp2XqSw8TUAPThgz16n4tdp3t	423	0	0	87
0	Kt68F1SoUWjMyeduAHsW16n4s3jgt	117754585	201	0.20|1211.40|1389.81|1389.79|0	1330531201417	0	11000	124.117.223.236	null	LifoHaJgtMP9wf1NiBrA16n4s3rdb	287	0	0	221
0	HtsqHx8SDbw0FRWXhmnN16n4tc8at	121020888	201	161.20|176.15|267.22|2691.89|0	1330531201462	0	10000	14.215.180.111	null	NFidYHyLMJMH7FZtqUzN16n4tcovj	45	0	0	5
bq52o9uoqmk	zFlPnM6uzqZBNzCIXVG016n4qrhal	86845452	201	0.00|2681.51|3041.87|3609.01|1	1330531201534	0	10000	59.47.160.250	016ml7kopg65n	mlqzifZoqMZKBlh3Q3dO16n4qrjt6	567	0	0	534
bq530b8milm	O0uaA3UwhaViKPFhMbEh16n4rlsb7	121761551	201	135.76|1971.96|2244.88|2637.37|1	1330531201536	0	10000	125.95.230.101	bmebaot887c	BSIod5bmWp4qGIstzjHd16n4rm2qn	390	0	0	367
bq52okajite	1fdTZGFQutg6pYPaMZ4Y16n4qsi4e	29319644	201	0.00|2631.13|2714.02|2713.68|0	1330531201560	0	10000	180.139.49.148	016mkjlekc5p	z6W6PdqB96XYy4i94zoC16n4qsme5	559	0	0	525
bq53g84co3c	RejvsAchdPWhrOvQjI0a16n4t9vkn	117214026	201	0.00|193.08|684.47|1382.09|1	1330531201600	0	10000	113.88.92.124	016n4r5l2120qd	9aTg31VhTrBwdNbteIul16n4ta0b6	61	0	0	38
bq53fdjjugm	DrRMJZ2lJ91PaMrTSnn416n4t78v9	54557941	201	1400.87|1586.87|2501.66|8140.49|0	1330531201601	1.61.0.15.1.61.0.1	11000	113.213.11.239	bmtrgg7onie	mwLw02YUySu8Re91o3b716n4t88ra	72	0	0	42
bq530cp8v64	Nw2aOVX3zkPfP5oxxwb316n4rm1dq	119004437	201	0.00|1882.00|2338.36|3846.06|0	1330531201668	0	11000	218.75.144.40	016n4rlurp1lb9	ZuGd5t3j4s72jDu7ETYh16n4rm258	410	0	0	375
bq536k3450a	s9Kc8rrpVEQQpA0FbChj16n4sae50	35194435	201	0.00|1018.98|1161.02|1385.56|0	1330531201670	0	10000	222.134.90.38	016n4o3ctn2g4f	aD1zT26PEKoC8jAAuykR16n4sahef	300	0	0	232
jFem1R0tOyBu	nMmNExoi8Miu9Y775CKq16n4svm63	86083589	201	0.00|446.05|689.80|1990.87|0	1330531201715	0	81000	114.33.34.15	b96jv5502ue	Rh0PA2WqV1Uq0Vh48vpS16n4svm63	101	0	0	88
x0hG45gt2kP7	iTShiWQ9RBU3owsJ6N2x16n4snnkr	122059761	201	73.00|713.60|898.23|1444.56|1	1330531201766	0	81000	183.156.41.230	0	QlBMbMVlkVDMT0jSTeIs16n4snnkr	130	0	0	93
bq51til6jmg	S6RAmZDv3oPY8WR9eoWH16n4o3u7t	120595731	201	0.00|5549.68|5886.26|5881.10|1	1330531201845	0	10000	183.37.247.31	016mcgdai01qs5	CB6GHq60zxdK7QLtVOBF16n4o41n8	1136	0	0	1104
bq530nafifk	fvHJphCpcHJfvSlRvo4B16n4rn3up	122255639	201	0.00|1879.28|2638.12|2637.31|0	1330531201873	0	10000	113.9.222.65	bl3q6bmr0kc	bwdIAkv5qHHL2zdJxoKb16n4rnni7	440	0	0	364
bq532savr8a	Pj54syDth6xh3D3JzZ2O16n4ru5le	119682361	201	86.52|1643.44|2699.84|2699.83|1	1330531201937	0	10000	27.225.160.55	016mg86b57243m	IiYLg7T9h36HuCqfm15I16n4ru8ud	337	0	0	310
bq53bka29uk	S4cxzzZ8sKnEJvFX8nSi16n4sqrh9	122047642	201	0.00|620.72|956.43|3337.22|1	1330531201974	0	10000	110.183.160.140	016n4j581r2que	FowyMEc4yrjFsIwgFahb16n4sqs3c	138	0	0	124
bq53bs6smri	yK3OCccqzBpivUwjrLYt16n4srl88	70491157	201	0.00|1106.23|7720.34|7717.07|0	1330531202030	0	10000	125.39.83.201	016ms0ur8jdqs	sSQIY2cfmOUro6QnLUhc16n4srm2k	154	0	0	121
bq53go1rq5c	gpfD16k5oYGdrscNemGI16n4tbjs3	106772998	201	0.00|70.85|111.36|662.36|1	1330531202048	0	11000	121.8.71.74	016n4qfa8v1nej	7Z8o5ecs1PedSmVKRmSJ16n4tbl3l	34	0	0	14
bq530bgsu9o	237ChRbpRYJMAcMh7GPJ16n4rlt1l	122255639	201	0.00|2044.16|2638.12|2637.31|0	1330531202112	0	10000	115.174.124.232	bn5tj3fb3vk	RFajC9opHNaZMh1zqIjt16n4rlttg	437	0	0	407
bq53c3ikjgc	TaUgRMj8zPXqjvmjelNO16n4ssdik	120905565	201	85.44|711.18|983.78|2710.93|1	1330531202245	0	10000	220.173.193.82	016is65lb27tg	DkE7ordG0apuBmeACCVV16n4sst6l	148	0	0	127
bq52nhv979u	S9s5ix59b7BO6rCx9CtV16n4qp2mp	34517555	201	0.00|1935.65|2449.00|2448.64|0	1330531202257	0	10000	27.40.93.11	016liiar981dff	3T53F4p9dtpHHSLGeVJZ16n4qp3em	422	0	0	370
bq52v0co2s2	NNyn2wGmqvznsv6eVZ3D16n4rhfr4	122255639	201	105.12|2070.30|2637.32|2637.31|0	1330531202356	0	10000	115.62.189.54	016ku8mbd11mbg	moSNln9F7vBsfAQqbzt616n4ri3tm	433	0	0	395
CTp8DJUIjg0w	dKczDlLkaOHCCbotckcW16n4tgb2g	96836129	201	0.00|113.57|194.56|531.25|0	1330531202364	0	81000	114.221.29.105	0	fj9iBVC7eXAX5GjYs11I16n4tgb2g	38	0	0	21
bq524lfi04o	4yiNZ7CG22xPUnLQ1q2L16n4or5od	103432853	201	0.00|4806.67|5956.87|5956.47|0	1330531202408	0	10000	120.65.0.47	016n3jtnv8v1m	W9qagY01flg1vZ0v4ewV16n4orhu1	979	0	0	958
saMUrcwaoPkE	8TKat7Uphn5yt3eeVypd16n4t8nt8	115753800	201	120.32|256.20|1070.42|2824.98|1	1330531202413	0	88088	59.173.101.17	0	d3aWAZyYjVsY0NM1VjOq16n4t8nt8	47	0	0	29
9qnef76l04k	pY2gzaItHDjXVbBS8f0Q107a4abkd	121069860	201	0.00|811.60|2806.46|2805.76|1	1330531202488	0	10000	180.140.119.42	0107ab4ufsq8g	6y7s24aaNwwUDBcnKQhX107a4acph	178	0	0	161
bq53ev4nqec	QpFhOMvaoc6YpKwh5aap16n4t5pk0	60871044	201	0.00|263.13|1747.77|2754.53|0	1330531202537	0	10000	113.128.170.190	016mdbq10g226j	YBNhFmOcw0xcbjsdw3fK16n4t5r0u	68	0	0	52
bq52r8n4smu	26IUN91RCGdc5ZiMLHlG16n4r57dg	119949629	201	68.60|290.62|302.78|3812.02|0	1330531202546	0	11000	118.169.51.4	016n4hp8pn30jk	V1xmd08Juy3AgN1mryBh16n4r5rc5	414	0	0	18
bq52ifpsbng	zUlo2xVWLsBDX5N56rZ216n4q8f1r	113610153	201	286.44|1119.20|1932.94|1932.92|1	1330531202618	0	10000	183.37.79.53	bbt7mn9pfli	YO8hXIQRQXbE7MX2abtg16n4q957p	209	0	0	169
bq52dnr61n8	ud9vzb4h9pzpeV1hIwgo16n4pos7t	122089117	201	0.00|1979.08|2682.93|2682.87|1	1330531202624	0	10000	180.140.32.237	016mgavjlu27pd	qFSrWYb67A7gzxs0A8nk16n4pouj4	423	0	0	392
bq530ddqski	Dp5OfEQ8unhJ9VLcOChz16n4rm3i5	117149948	201	0.00|1829.41|2080.03|2491.92|0	1330531202645	0	10000	111.180.244.36	bjof03eabv6	Q8fVx9BpWesglKn2HzvZ16n4rm3ru	378	0	0	365
bq5397c4msk	9T5tbOjzUPmwfSrwBR7n16n4siuva	74109506	201	0.00|977.87|1218.69|1710.96|0	1330531202665	0	11000	14.223.97.99	016n4rb9cqqtf	OMwfNfhdRybxvGFB45ZC16n4sivs3	220	0	0	175
0	yhZtrhs9o92EIm6F9FVX16n4t56a4	122296545	201	0.00|281.53|666.94|3785.61|0	1330531202715	0	11000	121.94.154.33	bm1qh0gjsgs	rsHHEDJgHdgStlgGMkuN16n4t57m6	98	0	0	56
bq52coa2eds	cDHveT4c36ZJXmaqABzx16n4plls1	69643866	201	0.00|3921.28|4494.17|5694.96|1	1330531202737	0	10000	58.249.63.140	016mvipvf02bms	ywGZX3PGOnh36bcGyaXr16n4pln4i	818	0	0	782
o4dG6qjf8FOs	LB2RWLnk9yFFsZjRhCmi16n4t99s2	122109972	201	0.00|127.40|247.79|354.71|1	1330531202745	0	81000	106.80.43.229	016m83dnpv2ouq	9sCuIhclJnXOMiY50wtN16n4t99s3	40	0	0	22
bq528b39cdo	AoV2p1CUYLs5rxznt9pC16n4p776c	113553089	201	0.00|4412.33|5099.08|6904.31|0	1330531202747	0	11000	60.0.134.148	016itgktcvc6h	pCc5SSvb9x5QwFbD1zVz16n4p77pd	898	0	0	879
bq53gip5moa	wud8xDuqn7bHrJlnv1lH16n4tb2q7	49477387	201	2504.67|2504.75|2507.47|2747.14|0	1330531202796	0	11000	122.194.11.163	016mo1j3un1rfq	iLJrr16pPz2UYv9hTXLE16n4te0fp	214	0	0	19
bq539ps72lo	k8fzxkBuR8muHTZ4FLMJ16n4skra5	117042256	201	114.12|822.96|1097.19|2715.34|1	1330531202889	0	10000	121.29.31.2	016lij0poe1u5h	5DjG9FkVndDV9Esv5g1n16n4slepm	191	0	0	141
bq53gqfsip0	X6lsTmj6whCIK3aeXDNi16n4tbrmp	86235656	201	0.00|65.13|189.82|850.87|1	1330531202898	0	11000	119.145.72.169	016jbsa0122h0n	lsgFk8SlwNrgtcGuqQJQ16n4tbsi2	33	0	0	13
bq53cul95ce	9JvH1EAMnUm4UfgpHklF16n4sv606	113716488	201	1301.24|1915.59|2069.84|2069.81|1	1330531202944	0	10000	117.39.34.152	bng2rcpa62o	0k8LBvYkYlfYglPJcjgL16n4t3ndg	220	0	0	66
bq5304d4sng	r14zWn2YVeB9pQwjvodJ16n4rl600	122205086	201	0.00|1864.57|2242.12|2682.87|1	1330531203014	0	10000	183.5.52.123	016n1jnmm32rpr	5vXSfftQspjrNH5fPGV816n4rln1d	448	0	0	372
bq52rbpod3k	CHrYYv6QCeHVOdwjiY8H16n4r5hsv	121130623	201	1382.36|3775.28|4764.10|4764.04|1	1330531203049	0	10000	183.95.133.15	016k8cdovg1baa	Kgg60mWTEK53QmttZJlb16n4r5juv	508	0	0	477
bq52nssp51s	quyvgqqpWVQnNfJRs2Gl16n4qq44b	75537594	201	0.00|4521.60|4920.35|6410.96|1	1330531203099	0	10000	183.184.142.73	1	GFf1IBguCLXEMVwWBPXr16n4qq53j	672	0	0	552
bq53budutd4	98cbn90MV6SJWokj2Mtb16n4srsn1	93887071	201	91.80|664.36|1839.63|2707.48|1	1330531203158	0	10000	113.138.92.201	016n4gjd59655	OL6NexTuc3BSXP9pyFr016n4ssa75	134	0	0	116
bq51ese58ci	hijSL5vyvsYVMyKlZUed16n4mjpe8	98359823	201	5550.00|6568.08|6739.83|6739.82|2	1330531203206	0	10000	223.166.75.69	1	tNsjOj89H98MTHSAj46V16n4st6ch	1405	0	0	1311
bq539van3fk	MYplkwkT7tRBRvDuELgB16n4sldl2	122119093	201	0.00|1600.07|10857.94|10856.95|0	1330531203234	0	11000	222.223.160.5	016n276tf9j18	om5CFpwB6SAdMWDvXLKN16n4slecg	206	0	0	169
bq53g9h2tvs	UCe0Tdhid1zZd4aYFhJ016n4ta4bb	121617117	201	162.76|269.96|921.51|2638.16|1	1330531203286	0	10000	182.127.99.38	016n3o1cu11eln	YRVZosPCy3b6nGjag8TH16n4tam6n	56	0	0	24
bq53g3qn2r2	nnDYY3fePqdHQdjQ4RSp16n4t9gp4	114852912	201	20.00|151.93|2629.57|4033.21|0	1330531203323	0	10000	115.197.4.136	016n3oa7fqoh0	wfGL7Y4oVbxrC987u8Fr16n4t9nqk	58	0	0	27
bq52tu1b8us	2cx9fzL0CMVGECFQ9t1Y16n4rdvcv	107549081	201	82.28|2141.56|2969.14|2969.12|1	1330531203353	0	10000	183.93.159.39	016n475eov1c0g	QJIeo9GUUhbXrwLtd8Su16n4re172	425	0	0	408
bq53afl05og	9TORbn6pnios03mrdUKh16n4sn37e	117754585	201	0.00|1075.36|1145.85|1389.53|1	1330531203355	0	10000	122.237.99.106	016lou7cd25lj	v0QGLXRbNMeJyCl2AEOD16n4sn52l	128	0	0	74
bq53alrflrs	wvLEFIflqjtNlcfyN3fI16n4snno5	82373894	201	0.00|1231.81|2776.83|2776.61|0	1330531203395	0	10000	58.249.112.117	a2sbddgqvlm	JqhdLG1TozhsImWwEs4u16n4snoek	259	0	0	245
bq53dhutliu	XhEKOXFdEw7IGazkQ35a16n4t15b1	111665393	201	206.32|608.40|887.71|2752.48|1	1330531203484	0	10000	119.163.225.147	016mp7r65v2nda	8RkdjsGluiCKxrc2Kd6a16n4t1aku	107	0	0	80
bq53ff106vm	VK0PGQqNnT8Vtmj1qCdO16n4t7dko	119562218	201	0.00|211.44|274.55|274.55|0	1330531203509	0	11000	118.114.146.153	016mj1mbel2kct	lGMDUR67nw9hfX92RJVC16n4t7ehp	62	0	0	42
bq53gnva1fa	fph9KhhB3W0v3ttrEmQN16n4tbj4j	39880417	201	0.00|70.56|1421.46|1421.47|0	1330531203603	0	10000	110.154.164.66	016n4o5ur62vp1	20Sg8lcXtxY8fPd74EZy16n4tbncr	33	0	0	14
bq530henlai	JA8aPVq4IZAF2XnRzZdI16n4rmgo1	51596710	201	0.00|2003.28|2687.40|6806.88|0	1330531203652	0	11000	121.29.246.126	016m26nq4bvek	lvNQF3WfE2sqOkrkYkEx16n4rmjd0	454	0	0	399
bq538bn7710	AEpgduZ8BZLyP5APFhHA16n4sg2s7	102277303	201	0.00|976.16|1112.52|1355.91|1	1330531203712	0	11000	58.100.139.10	016mkumrqd245b	kj7eop8o73cOnTI7sHUK16n4sg4aj	213	0	0	193
bq52trjmmg6	FlP1Gdnkq5eOsntRt4oa16n4rdmu0	121143998	201	398.00|3112.50|5819.34|5817.06|1	1330531203784	0	10000	221.5.52.103	016mncojje30eo	GU5WccQQrUVkFAgNFgRd16n4rdok2	490	0	0	412
lF8QHIUQSvq8	sMKQI0W2x6BmV2ZyTDlt16n4sl6g2	75306350	201	0.00|772.60|895.40|2528.04|1	1330531203880	0	88088	110.53.42.130	016l3f0i8p14mu	BOO7QpAoM1zIuHZk0FDs16n4sl6g2	204	0	0	164
bq538la1770	fCGH9EOOeJ67BeiiUMXz16n4sh3v9	122122939	201	54.73|1447.93|1584.84|1584.81|0	1330531203881	0	10000	222.213.123.217	016iuocqoa1mp3	MUL0W0J5bqk46bXetk5716n4shcn3	168	0	0	142
Kt3PGDyu6rf3	4cHSkF0d26ihfjq8FUVG16n4t0ea7	114887964	201	0.00|386.38|1358.40|1358.40|1	1330531203885	0	88088	218.71.223.184	0	WpKiGJsRxQKDD6Fg2mtn16n4t0ea7	89	0	0	76
bq533dlsbda	c02MMVHb0M0eRmLKKrlt16n4rvus9	122124403	201	0.00|1270.28|1277.23|2372.94|1	1330531204051	0	11000	210.206.248.5	bnott8k4iaa	NaFV4FBa5h7BpJLSAXLB16n4s0209	483	0	0	291
bq53gr8h0f8	nAUwPnTOoMhEzfU0ncpY16n4tbujg	122135649	201	3.24|58.14|228.42|823.80|99	1330531204130	0	11000	101.228.87.13	016mipp03729l1	bFztUMtmwMU2H5Kk2BQR16n4tc53u	39	0	0	12
bq538mlce9s	JKW2MBpAdkH8ldeWBawR16n4sh8ft	23354621	201	0.00|74.13|200.26|313.93|0	1330531204147	0	11000	125.66.216.129	016n4sh1r716l4	Win3euDd6tWwWyx93mJa16n4shdgt	239	0	0	45
bq52rqq6s1a	RCmkG71DRQtr5GeIGCFV16n4r733l	119814933	201	0.00|2659.80|2796.80|2789.52|1	1330531204195	0	10000	119.32.231.24	bi1ijq26vem	manlCKiOBxi85fBVUXVG16n4r7m7f	538	0	0	456
IwavMpQkPZQB	5Z0fNtJltG2hwvoD61MF16n4td6lp	122100405	201	0.00|15.27|59.72|1494.85|0	1330531204259	0	81000	219.254.227.24	0	MdAyq8BbiQvdOnlIHSe516n4td6ls	16	0	0	2
